uid	text_value
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Same thing nothing is new. the same cycle batshit everyday 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	No, I do push myself on things that don't matter like if I'm going out enough for enjoying my life or if I'm dating or not or if it's okay to be 22 and single or you know, if I'm really enjoying my life to the fullest or if I'm just kind of hanging out hoping waiting to die and I know it. her--no I feel like I care too much about the little things and I really should start caring more about. so big things cuz at the end of the day the little things don't even add up to big things anymore. You know, it doesn't matter what clothes I wear if I have enough clothes or if I did my laundry or if I did my dishes or if I'm eating healthy or not. You know, it only matters if I can make it through this day and the next day in the night. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	I work on it every day. It's a it's tough and I really struggle with it and not just in the regular depressed anxiety kind of level, but I think everybody needs to work on their mental health and improving themselves. So I do that pretty regularly. Some days. I just have a really bad day and it's really hard for me to focus on my mental health and it's easier to just wallow in my self-pity, but I'm trying so it's a everyday I work a little better at it a little bit on my patience a little bit on my Positivity little bit on my relaxation learning how to take time for myself and not just always focusing on others. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	They invited me out one friend didn't invite me out tonight. New Year's Eve. because she didn't feel like it so I guess The other friends made plans with me, but then ditched me and never got back to me until now one friend isn't answering and the other friend says she's too tired to talk to me. So none of them care. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Maybe but maybe since they're so small. We never noticed them or they don't really matter in the grand scheme of things. Why do small things for people when you could do big things? 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Yeah, I've always wanted to be in a position to where I could help people. You know, I could donate to charity I could help out a friend. I could help someone pay off their house or retire or go on a dream vacation or have their dream wedding or dream car. I've always wanted didn't have enough money to help other people just doesn't seem that they want to help me the same way. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Then I can work with people that I don't like Ray don't care for that. People will see me how they want to see me, you know, if they want a picture of me is the good guy or the bad guy they will and there's nothing I can do to change that and to put up with a lot less and to treat myself with respect and to demand respect in return. I learned that giving Often doesn't reciprocate. and that's Nigel and I had a good conversation kind of double a little bit, but We communicated then there was no shoes. Guess you could say. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Well, I had put Cosmetology on the back burner and I'm revisiting it now, but I put journalism on the back burner to but I think I'd really like to get back into writing and work my book a lot more. And I don't know Spanish. I spent a great deal my life trying to learn Spanish and I got really good at it, but then I stopped and I forgot a lot and I need a major Refresher. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Failure feeling my family not achieving my life goals in my dreams not being able to travel around the world's not doing everything I wanted to do before I die. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	definitely not in people don't want me to get better. They act like they do but nobody wants to help or put in the time. They judge my decisions and wonder if I'm doing the right thing. And people just want me to settle with the bare minimum because it's less disappointing or they just don't want to deal with it if I fail. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	I mean they do. They don't think that I can achieve anything or maybe it's because I have given up on a lot of things. They don't think that I can succeed. So I think they just don't want me to try and I don't disappoint myself and I don't disappoint them and then they have to pretend like they're okay with it and I have to pretend like it didn't happen. They just don't want me to try anymore. They just want me to settle with what I have. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Call the police for what? 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Slowly, but surely I plan too much. It doesn't work out so I'm feeling good now. Like I I am not on the right track for what I want and I'm trying and I'm trying hard and I'm trying to stay positive and I'm trying to find happiness in my daily life not just in my future. So yeah, I feel pretty again. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	Avoid people at all costs don't talk to any of my friends my family. Avoid all the people. I know my life. You'll have a much better time being me. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	My phone and the TV. Numb all the pain that I'm dealing with right now, even though it's only temporary. It's still very helpful and it gets me through every day. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	I don't feel like there's a point in being kind to people anymore. I can't think of anything that I could do. That was small. Considering I do small things with kindness everyday all day. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	no tomorrow I have to but he's just a lot of nerves. 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	to finish probation School longing for Isaac 
dtyYeMvOCfdlcz0szxyYpGnJkCj2	fine up until recently but Maybe that was just surface-level. Everything recently has gone downhill. My friends don't care about me. Have and has my family. Pretty much all the people surrounding me and my life right now don't care. 
dvFutSWCSZSePK8HpSTyRfhCqOr2	Go to the gym go to work. 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	Emerald I just told you I was like this weird guy. 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	You know, it's like the song it's like never going to give you what never going to let you down. Never gonna run around. 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	Then I guess a whole bunch of people would be really happy. They were flat earthers and really annoyed. by everybody else 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	Cold as dark as oppression sucks. Really tired legs have been hurt. I went to super weird and no idea why they hurt. I want to talk to my sister. But we were fighting still fighting I think and it's my fault. I think I got tired and sick. mad where does sriracha do? I ain't got to see my daughter today. This is my mom. Nothing about that a lot. Stock up I am. You can't even have my daughter with me. I don't know what to do anymore. 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	Atwood family play about a dystopian future where people fall in love with artificial intelligence. 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	Probably that Rick Roll song when it's like Never Going To Give You Up never going to let you down, you know. 
e16RgbNTqnXSBg9RJ52GtFmHwFN2	Never know people are always upset about something. It's not flat. spiracles most fearful Square It is always mad about something. 
e3xx7f5ILbRzv5LoLzDP5ykb52l2	I feel like the best relationship I’ve ever known is changing into something that will end soon
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I did exercise earlier and I felt amazing and I had some BCAA to recover. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	But I have to work clothes when I work out. I have to work clothes when I work out at the commercial gym, cuz there's people there but at my home gym, it's just me and me and me. Unless I'm doing a live workout with somebody then obviously I work clothes. But other than that, it's just me. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Could I lose weight if I work clothes? I could lose more weight if I had. What do you call those things that you? Put around your tummy when you're working out. I don't know what they're called. I just know that the heat helps with the fat sticking but I have a roller for that. So close doesn't matter. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I'm a good person if I give goodness to others I did that today for some kids that look up to me and my husband so yes. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Where can I wear clothes when I work out at the commercial gym and at home? 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I always observe to be treated with love and respect. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I will look up praise when it is 2. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Probably having that cup of coffee and the fact that I'll be on my workout when I go to get it. What else? Those who thinks I'm getting vitamin D. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Working out. I may go to the commercial gym instead of working out at home. However, I am still thinking about that because I might not want to wear clothes when I work out and that will be the determining Factor. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	workout shower eat some breakfast establish a schedule for blog posts regarding Fitness and weight loss. more importantly that it gets done in that order. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Clean up because Melendez coming home workout. shower actually already had breakfast. Let's start over. I'm sure you have a few things you want to accomplish today in order of importance. What's on that list? Okay, so I clean a lot yesterday. So I'm going to continue to clean out today because Melinda's coming home I had breakfast and then I will. End up going to do some exercise a little later. I'm going to clean up a little more and come up with a blog post. Hopefully I can get some coffee on during my workout. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	workout shower eat hopefully have some coffee today. And come up with a new blog post for the day. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I will Positive Choices for myself. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	My new year new you and you look blog post and working out daily. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I feel very thankful. When I do my work out because of the fact that I am on a journey and I can continue the journey with each workout. Amen. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Yes, because I did my morning cardio miles yesterday. So I'm feeling pretty good. Ready to go again. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I exercised and had my breakfast and showered basically everything I told you earlier that I needed to get done. Done. And that's what I considered taking care of myself. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I will make all the decisions for my body today because I am worth it. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I will treat my body, but the love it deserves. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Amelia really stood out to me today because it has been a long time since we have seen her. She has traveled with us. She was going to go through some things in life that are going to be hard but I am glad that I am somebody that can lead and then she can look up to 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Yes, of course. I made someone smile today and that is myself and I even took a picture. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Knowing that God holds his promises and I don't have to worry. as long as I'm putting in the work 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Because I woke up and I have another chance to live. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	I go to the either commercial gym where it's like a like kind of like a 24-hour fitness or I go to the gym that they have here. Or I have my home gym. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Yes, I have started with you and it's going well to let's keep going. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	He drove over from his house, even though he was having car problems, too, and he still came to spite that. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Don't forget to work out. You are only one workout away from a good mood. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	Today, I'm feeling thankful for my cousin Jerry because he came over last night on New Year's night at the last minute. 
e4M9Dk09XAYLbcHkhRU8Fa0UXWs1	We're never ready, but I am always wanting to conquer my day and hopefully my planning out a little bit more today and each day. I can conquer a lot more than what I have been during the day. 
e6R7g9I8HQQUG1JgD2pcI3Rru2j2	People were being really mean today. 
e6R7g9I8HQQUG1JgD2pcI3Rru2j2	I wasn't able to play any goals today. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Well, I recently got rid of a child that was not lining with who I am but I keep this job because it does so far and it's even if it's not perfect. It's a foot in the door towards what I want. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I am interested in learning new things
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Well, I have started journaling and I think in combination with the other things I was talking about that like the prioritize thing I think is really important in like putting that together with journaling and having journaling be one of the top priorities I think will help. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Catch negative thinking and use positive mantras to work against them
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I’ve been more successful than usual at reaching my goals but I still feel discontent and anxiety because I am not fulfilling what I feel is expected of me and I know many people are able to do.
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I am artistic and politically active. I’m very caring towards others and like to learn new things.
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Prioritizing what is the absolute most important instead of worrying about other things and using the forest to keep me off my phone? 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Weird, Sensitive, Kind, Political, Intelligent 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I'm usually afraid of being thought of his weird or overly sensitive or drink too much or not being smart enough. recording us 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	a good question My number one priority everyday is meditating because it helps me get the ball rolling and start other things that I want to do. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Creating art that inspires political action in others, including self-care
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Yes, all the time! My best guess is depression and anxiety 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I really love my new job because it's doing what I want to be doing. And I also really love my family because I really supportive. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Yes, because I compare my successes to others and have very high standards for myself 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	My main goal is to improve my executive functioning 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Brush my teeth twice a day 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	It was hard because I am very self critical 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I think those are accurate but I don’t always believe them or view them positively 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I think that I would be a lot more successful at Michaels if I pursued them with more confidence. and that's it. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	So I never really thought of that as having multiple steps, but because normally when I do it, I just stay in bed, and I press my timer so that would be one step. Normally. I only have two step switch is pressed my timer and start meditating like do those the process of the Mantra, but I would like to make it. More of a process in order to get more benefits out of it which would be to actually get up before I meditate and drink some water to rehydrate from the night and probably go to the bathroom cuz you have to go to the bathroom in the morning baby brush my teeth first because I like I would like to pair that with going to the bathroom in the morning. And then either come back upstairs or meditate in the living room sitting up and I would stop the press my timer another additional step. That's like that wouldn't be like an everyday stuff is that I would like to look into a better meditation timer because I'm a little bit disappointed in the one that I have. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Unique, Empathetic, Brainy
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Brushing my teeth and getting things done and helping myself!
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Not assuming my loved ones are personally attacking me when they are upset and responding accordingly
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	Probably around noonish or for like 10. I guess. It really depends on the day or after dinner usually like afternoons are a little I get a little tired and stuff mornings. I like mornings and I'm kind of a morning person. But like when I don't like start the morning, right it kind of ruins it. 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	When I think my loved ones are upset at me I get defensive and make them more upset
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I’ve always wanted to make the world a better place 
e7P2hD9l2sf4zg0QQFXAisfN7Xp2	I haven't always been this confident but increased confidence comes from learning more about things that I want to learn about and just being myself and being supported by people. 
eCkwFePr2WbS9unjl7ar186tYZj2	online online don't online online 
eDtM16QC9vYRarVIoU7GcbKs8rx1	a lot I think a lot of people. 
eDtM16QC9vYRarVIoU7GcbKs8rx1	It was a little. I'm at some miscommunications going on. And it didn't go to smooth but it's the next morning and I'm okay. 
eDtM16QC9vYRarVIoU7GcbKs8rx1	Well, I'm very down-to-earth. I like to learn new things. I could eat pretty handsome one with him as well. delivery laid-back, chill I like my space. Do I like to be around people too much? annum That's about it. 
eDtM16QC9vYRarVIoU7GcbKs8rx1	I'm looking forward to getting my apartment, you know being able to do things for my home. life Journey And that's about it. I just really want my apartment is here really do. 
eDtM16QC9vYRarVIoU7GcbKs8rx1	2 pretty much stay strong. I would like to get back into working again. And like I said before I really really want my apartment. So that's a personal call from myself as well. How was school like to lose the baby weight. Question, but I was supposed to be work and that is lit of the girls cause I have 
eDtM16QC9vYRarVIoU7GcbKs8rx1	Well being a mom excites me. Wondering what's to come next on this journey that excites me. And just to live in life is your IQ older wiser, and I'm excited for that. 
eFYAjEY3diPchTKIZr6twOBnIzz2	the Apple Store from the Apple Store 
eFYAjEY3diPchTKIZr6twOBnIzz2	I would like help with motivation, discipline, and positivity.
eFpNlZQqV8TAtxj49UYSsDpyCti1	just scrolling through the app store
eFpNlZQqV8TAtxj49UYSsDpyCti1	i wanna be with this guy really bad but i don’t know if i can trust him and none of my friends or family likes him and i’m trying to stay positive and i told him i wanted to wait and he said he will wait on me and that he has changed but i don’t know what to believe 
eG9QZoUpGxTEBxr9HMygJ1XCpup1	So what I'm thinking right now is yesterday. I had a pretty rough day because from the morning I was thinking about, you know packing my stuff. I'm in Saudi Arabia right now and I was thinking about going back to Dallas. You know, how about how I have to pack all my stuff. And all that and on my way to the airport, I checked my email and I found out that my flight has been cancelled because there was a flood in Dubai airport and I won't be able to make it to Dallas that day. And I was pretty bummed out. I lost control of my emotions last out on people. I didn't want to do that though, but I lost control. end I thought to myself that I was being stupid. I thought to myself that I had to let go to let God. because Nothing in the SNL control. And I came back home after the failed travel. How's things myself or will I do the next 5 days my flight got rescheduled. 5 days after that that is yesterday was generate 13 and my flight got, you know can schedule 2 to January get ready. So I'm going back to Dallas on January 28th. All these days. I was sitting simply in Saudi Arabia and I had nothing to do and I was thinking about all this thing that I'm going to do after I after I go to Dallas. And yesterday I was pretty bummed out because I was excited to go home and go back to Dallas, but I was also bummed out that I'm leaving my parents back in Saudi Arabia. I'm getting an exit from Saudi Arabia. This is January 13th again, January 13th. so now I'm sitting here simply January 14th. I woke up. This is when I start journaling morning, January 14th. I'm thinking to myself. What else can I do? piece by piece Arc episode Inactive because I can't do anything. I just have to sit at home. and also we have church on Friday. And there's this guy who demeans me all the time talking about how not spiritual. I am and stuff like that. I know I was thinking to myself that my spirituality is between me and God. I've been wrong. I've drunk tanks. It's in but I believe that God is more than able. to wash all that sin away end and I'm afraid to speak in front of people. That's what I'm hoping. That's not right for preacher and I don't believe that. And I was happy to go back on January 13th because I had attended my last Friday service. I never happy so that I could I don't have to see the people and listen to their opinions of what I am. But my flight has been extended to 5 days more and now I have to attend another service. And I don't know what to feel about it. I'm happy to attend the service, but I'm not happy to go and talk to certain people in the service. In the morning when I got up and January 14th of thinking to myself. You have got if you have made God your priority alpha. Pain just realize that people. with all the Super Bowl of all their paperwork against you trying to entice you to change your priorities. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	My New Year's resolution is just to be a better me a better person and that varies from better attitude better characters better decisions better parenting. Do you know I just want to be a better person and I feel as though once I work on me that my circumstances and everything else will just improve the baby better. And so more lighter on my soul and my spirit, you know, and that's really I don't really know what the future brings. So I'm just at a point where it's like, okay, it is what it is. I won't know until I know and that's really just my motto and you know, mine my my staying on everything for the next year. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	The Four Agreements I started reading this book and it's opening my eyes to a lot of things and a lot of different outlooks on life and how we perceive things and I'm just really like interested in reading that and learning more about it. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	My family spending time together a bunch of togetherness a bunch of smiles and laughter loves and again I said is Christmas so, you know today is all about the children and I'm really excited to see their faces. Once they see everything that they got for Christmas. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	Yes, I actually did and now the only thing on my to-do list was today was to enjoy myself and enjoy my family time. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	My Milestone is it'll happen when it happens. I don't have a milestone. I don't have a timestamp of when God wants to bless me with what I want, but he told me and he he put it in my heart the belief in the hope that it will happen. So I'm not really I don't have a timestamp. I don't have a milestone, but it will happen. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	Well, I'm thankful for my family my family. My daughter is specially but overall I'm thankful for my family because we went through so many trials and tribulations this year and we kicked its ass. I thought that I would get us down but it didn't and I'm just so proud of my family for all the love in the The Compassion that we have been showing each other despite all of the crazy things all the all of the bad things that happen this year is it's literally been a terrible year for all of us, but I don't know. I don't know. What's what's next in 2020. But something is here it something is coming. Something is on his way and it's big it's huge. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	I wasn't really consistent on a lot of things that I said that I was going to do and a lot of things that I put my mind to. Sometimes I get really stressed out or really discouraged and it bothers me or I look at other people's success and I base it off of why am I not there? But I had to realize that I had to be happy for people because people have their own struggles. They have their own lives. They have their own issues and things may seem perfect, but we don't get how hard other people work for what they accomplished and how many nights that they sat and cried because they felt like they weren't going to get anywhere or they didn't feel like they were consistent enough and I just learned how to be happy for people instead of you know, basing what they got done off of what I'm getting done. We're not on the same journey and that's okay. It doesn't mean that I won't get there. It just means that this is not my time yet. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	To feel less burdened. This year was really a terrible year for me. I would say one of the worst years that I have ever experienced. But one thing I can say is that I did change my character and sometimes it's okay that the only accomplishment you made throughout the year was to get through it, you know, so I really am looking forward to the next year regardless of having no plans or not knowing where I'm going to start a where everything will end up. I'm just like ready to just take on next year and that's that's really that I can say that I feel like my face with God and my face was God has grown amazingly tremendously and I'm proud of that. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	Well, I just have to know that not everything happens overnight. Like it really just takes work. It really just takes dedication and we really just has to be motivated enough and believe in yourself enough for you to know that you're going to accomplish what you are what you say you are and what you what you're doing regardless of how long it takes or how hard it gets a how stressful it feels so It's really all about believing in myself. And I feel like that's how I will incorporate these changes into my routine. Just believe in myself regardless of everything. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	Well for starters, I feel rejuvenated and positive today is Christmas I get to watch my family open up their gifts with smiles on their faces and that's really going to be a highlight of my day. But the fact of the matter is that me and all of my family woke up today. So I'm really blessed. I feel blessed. I feel positive. I feel happy. I feel just all-around great energy and today will be a great day, and I'm positive of that. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	Honestly, nobody I just plan to do everything that I say I'm going to do. And that starts with me my character. I find it hard to share news and plans with other people because I feel like they don't work that way and you could be sharing your information with the wrong person. I know they could be wishing bad on you or bringing around negative energy that could just hinder your growth and hinder where you're going, you know, so I just really plan to just be low-key and that's it. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	Bayless hair, so They don't have to come and visit. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	That regardless of any things that my family and I go through we all really love each other and we really care about each other and we wouldn't trade each other for anything. And that's pretty much it. 
eGN8A4mGO9NB5lW5aMyVmJkJQvu1	My day was good simply because my family got together and we all opened up Christmas gift and my daughter got to open up a bunch of Christmas gifts and receive gifts. That was really unexpected. But it really made me happy to see her happy. My mom cooked we all ate together we laugh together and we just felt loved and loved and I I really appreciate and I'm so grateful for that. I really love my family. 
eMIBEM0lf1MLwImWWpzxcorUoSR2	by searching the App Store by searching the App Store 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I try to honor God more than serving others. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	My mom is who led my father to believe to the Salvation belief in God. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	Show me my Earthly flesh can do a lot of things in the morning. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	My dad has faith and trust in God and when he turned to God God replied and God says he'll always be there for us. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	When I recovery my dad had to lean I got a lot because my dad felt totally powerless. It was nothing he could do it is all in God's hands. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	No, I do not remember any new thoughts. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	Nashville and old soccer player and basketball player and baseball player and Skeeter my last year in college. I had a brain injury ever since then. My life has had to be adjusted and I had to lean on God a lot more. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I trust myself I Know Myself fast. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I will accept praise when is due. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	At noon I am meeting with my job coach. I really pray that she will have some leads for me so I can get a new and better fit for me job. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	Coming home from work to my whole family. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I will show my strengths and conference today and everyday. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	This upcoming year. I'm looking forward to my new job because I am getting tired and I think they are getting tired of me and I feel God has a better plan laid out for me. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	Yes, I got everything done that was expected of me. I got done professionally and on time. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	the fact that I do not have an awesome car nor do we have absolute amazing meals, but I am very thankful that we have wheels and we have food more than 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I'm grateful for all the experiences. I have being a father and a husband. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I am a Christian I put God first but my family I prioritized or myself and I always want to live my life serving others more than honoring myself. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	At work. I was given a special task by baby and then by Jared & able to accomplish both of those tasks before the end of the day, which was it's always made me feel really good. Then we got home. We just had a lot of good family time together. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I need to get to work and after work my day. Is pretty well free as far as I can tell. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I am very thankful for the dinner. My wife made in a quick pot or the instant pot. It tasted very good. Even though she did not know it came out very well. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I am going to go to work first thing this morning and see what things my boss has for me to accomplish then when I get home. I will tell you have doing the normal chores I have on the house. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	She probably liked it because it was almost quick and easy to make and yet the flavor and taste are very good. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	if I do not have a car then there think that I had no money and I don't feel like an outsider. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I just need to make it to Bob's restaurant today at noon. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	The fact that I can be given more than one task and can organize them and take care of them in the proper appropriate manner. 
eQKzxy3HcBXwMrU3yEk4niCAfIz1	I'll have new task new supervisors a new location to work. I'm excited about every change. 
eRAe503pRlW9SI0vbaRztd0PmQv1	That response that you gave made no sense. 
eRAe503pRlW9SI0vbaRztd0PmQv1	I don't know. That's a good question. I'm not sure about that. I keep my house clean it regardless of where I live. 
eRAe503pRlW9SI0vbaRztd0PmQv1	No, I don't think so. But like the person doesn't keep their house clean. They're good person, but some of the things little things just get on my nerves. 
eRAe503pRlW9SI0vbaRztd0PmQv1	I talked about her cleaning your house or going ahead and just like making changes. 
eRAe503pRlW9SI0vbaRztd0PmQv1	Someone who has pride and who they are and what they had in the little bit that they have. 
eRAe503pRlW9SI0vbaRztd0PmQv1	She come from the country. She's more of a farmer's daughter. 
eRAe503pRlW9SI0vbaRztd0PmQv1	I come from more of a military background more of a middle-class background and she comes from more of a farm community. 
eRAe503pRlW9SI0vbaRztd0PmQv1	I hate my job. I feel like I'm a failure. And I also am not happy in the relationship that I'm in just things aren't going the way that I want them to go. 
eRAe503pRlW9SI0vbaRztd0PmQv1	I think that we have different value differences and we come from two different cultures. 
eRAe503pRlW9SI0vbaRztd0PmQv1	I don't know. I think it's made me more prejudiced. 
eRAe503pRlW9SI0vbaRztd0PmQv1	No, really. I don't kind of boring to me. 
eRAe503pRlW9SI0vbaRztd0PmQv1	Yes, I do. I should be more forthright, but I'm not sure if I can go and say that in the polite way. 
eRe6zaH0paUKnSHEesatQshaa1h2	I was looking for someplace to put my thoughts, feelings, and a way not to feel so hurt and broken 
eRsoqef1IzWjYroeD1DzgkI4vml1	It's been decent because I don't know what's going to happen today. 
eTf1lHSbBbMtEYSjyhrsyx9VrvP2	The time before technology to experience what it was like 
eTf1lHSbBbMtEYSjyhrsyx9VrvP2	Should I be in a relationship 
eTf1lHSbBbMtEYSjyhrsyx9VrvP2	Life would be much simpler without colors. 
eTf1lHSbBbMtEYSjyhrsyx9VrvP2	Yes, I had done lots of firewood
eTf1lHSbBbMtEYSjyhrsyx9VrvP2	So eyeing had occurred that had brought back feelings and memories of a bad time
eTf1lHSbBbMtEYSjyhrsyx9VrvP2	Everything about how my mental state works and how to control it
eVn1Vs1HWnMTNHDx3XZdEIuioXB3	searching for journaling app I found in roads while searching for a journaling app. 
eVn1Vs1HWnMTNHDx3XZdEIuioXB3	I will Embrace everything that life throws my wife. 
eVn1Vs1HWnMTNHDx3XZdEIuioXB3	well, I'm thankful that I come alive. But I woke up this morning. Still looking around the crib and saying all this shit that's got to be cleaned up and I just can't bring myself to do it. Feel kind of worthless and down in the dumps. I don't know. 
eVn1Vs1HWnMTNHDx3XZdEIuioXB3	I don't really have an agenda for the day. 
